Regiao;Estado;Cod_Munic;Cod_escola;Localizacao;Dependencia_administrativa;TotalApr;TDI;DSU;ATU;AFD_Grupo_1
Sudeste;SP;3524303;35045998;Rural;Estadual;97,9;8,7;94,25;25,8;50,8
Sudeste;SP;3524303;35114561;Urbana;Privada;100,0;7,6;100,0;33,0;74,6
Sudeste;SP;3524303;35114583;Urbana;Privada;97,4;1,7;100,0;23,6;76,6
Sudeste;SP;3524303;35141409;Urbana;Privada;100,0;1,9;100,0;17,3;64,6
Sudeste;SP;3524303;35172935;Urbana;Privada;100,0;1,6;100,0;20,3;77,5
Sudeste;SP;3524303;35258106;Urbana;Privada;98,3;3,5;100,0;19,0;67,9
Sudeste;SP;3524303;35288412;Urbana;Privada;96,7;1,6;100,0;20,7;65,0
Sudeste;SP;3524303;35301224;Urbana;Privada;100,0;1,1;100,0;29,3;91,2
Sudeste;SP;3524303;35439113;Urbana;Privada;100,0;4,7;100,0;21,3;76,0
Sudeste;SP;3524303;35922511;Urbana;Estadual;87,3;8,1;92,5;23,5;82,0
Sudeste;SP;3524402;35004630;Urbana;Federal;97,3;7,1;100,0;38,4;62,9
Sudeste;SP;3524402;35005627;Urbana;Privada;100,0;16,7;100,0;3,0;63,6
Sudeste;SP;3524402;35013687;Urbana;Estadual;82,2;11,8;97,2;31,9;66,2
Sudeste;SP;3524402;35013705;Urbana;Estadual;98,0;3,6;100,0;27,9;83,3
Sudeste;SP;3524402;35013785;Urbana;Estadual;100,0;2,5;95,8;39,7;70,1
Sudeste;SP;3524402;35013808;Urbana;Estadual;76,6;9,0;98,1;39,8;63,3
Sudeste;SP;3524402;35013812;Urbana;Estadual;97,9;11,7;100,0;28,1;62,3
Sudeste;SP;3524402;35013821;Urbana;Estadual;79,1;13,6;88,6;39,9;41,9
Sudeste;SP;3524402;35013845;Urbana;Estadual;93,8;6,6;88,5;26,6;64,6
Sudeste;SP;3524402;35013961;Urbana;Estadual;99,1;3,6;100,0;36,9;66,7
Sudeste;SP;3524402;35013973;Urbana;Estadual;92,9;9,8;100,0;36,6;68,2
Sudeste;SP;3524402;35036341;Urbana;Estadual;86,0;6,6;96,4;37,7;65,2
Sudeste;SP;3524402;35039597;Urbana;Estadual;88,3;10,3;100,0;19,4;59,6
Sudeste;SP;3524402;35039639;Urbana;Estadual;92,7;3,0;100,0;27,7;39,7
Sudeste;SP;3524402;35039652;Rural;Estadual;85,9;8,3;100,0;15,6;55,6
Sudeste;SP;3524402;35042286;Urbana;Estadual;86,3;13,1;95,7;35,1;68,4
Sudeste;SP;3524402;35045412;Urbana;Estadual;96,1;2,2;100,0;26,4;54,8
Sudeste;SP;3524402;35045421;Urbana;Estadual;78,9;6,3;95,5;24,0;60,0
Sudeste;SP;3524402;35045433;Urbana;Estadual;98,6;10,7;100,0;29,7;73,2
Sudeste;SP;3524402;35045445;Urbana;Estadual;97,7;3,9;92,3;12,8;37,5
Sudeste;SP;3524402;35049232;Urbana;Estadual;94,1;6,9;100,0;16,3;81,3
Sudeste;SP;3524402;35049256;Urbana;Estadual;94,4;6,0;100,0;40,0;63,5
Sudeste;SP;3524402;35110875;Urbana;Privada;99,5;9,6;100,0;33,0;73,8
Sudeste;SP;3524402;35110899;Urbana;Privada;98,7;3,1;100,0;31,8;70,0
Sudeste;SP;3524402;35110917;Urbana;Privada;98,0;9,4;100,0;17,7;32,6
Sudeste;SP;3524402;35110929;Urbana;Privada;97,8;2,2;100,0;46,0;75,0
Sudeste;SP;3524402;35125350;Urbana;Privada;100,0;0,0;100,0;6,0;58,3
Sudeste;SP;3524402;35126196;Urbana;Privada;100,0;0,0;100,0;45,8;82,5
Sudeste;SP;3524402;35127292;Urbana;Estadual;98,4;6,8;100,0;21,2;58,7
Sudeste;SP;3524402;35135616;Urbana;Privada;99,0;4,7;100,0;35,7;72,5
Sudeste;SP;3524402;35137194;Urbana;Privada;99,1;0,9;100,0;36,3;57,6
Sudeste;SP;3524402;35138083;Urbana;Privada;100,0;0,0;100,0;17,7;48,7
Sudeste;SP;3524402;35155871;Urbana;Privada;98,1;0,0;100,0;19,3;54,0
Sudeste;SP;3524402;35167794;Urbana;Privada;100,0;2,6;94,4;38,0;40,8
Sudeste;SP;3524402;35167800;Urbana;Privada;99,1;2,5;95,0;24,4;66,2
Sudeste;SP;3524402;35288822;Urbana;Privada;100,0;1,4;95,5;19,9;52,9
Sudeste;SP;3524402;35299157;Rural;Estadual;100,0;38,5;100,0;4,3;52,9
Sudeste;SP;3524402;35805804;Urbana;Privada;100,0;5,9;100,0;5,7;38,5
Sudeste;SP;3524402;35903164;Urbana;Estadual;97,5;11,1;100,0;27,0;64,9
Sudeste;SP;3524402;35908022;Urbana;Estadual;90,0;6,3;100,0;41,6;52,5
Sudeste;SP;3524402;35924295;Urbana;Estadual;100,0;6,9;100,0;35,0;56,1
Sudeste;SP;3524402;35924581;Urbana;Estadual;97,7;7,2;100,0;27,6;53,5
Sudeste;SP;3524402;35924912;Urbana;Estadual;93,2;6,5;100,0;20,7;48,5
Sudeste;SP;3524402;35925901;Urbana;Estadual;90,2;7,9;100,0;25,2;78,0
Sudeste;SP;3524402;35926024;Urbana;Estadual;94,8;7,5;94,4;35,4;75,4
Sudeste;SP;3524501;35027364;Urbana;Estadual;91,7;13,6;92,3;31,1;52,6
Sudeste;SP;3524600;35035014;Urbana;Estadual;94,8;8,4;97,7;29,6;65,9
Sudeste;SP;3524709;35007243;Urbana;Privada;95,4;0,0;100,0;29,0;69,6
Sudeste;SP;3524709;35017700;Urbana;Estadual;99,7;3,8;95,7;28,8;66,4
Sudeste;SP;3524709;35047053;Urbana;Estadual;88,0;11,1;93,0;36,4;66,4
Sudeste;SP;3524709;35150034;Urbana;Privada;100,0;0,0;100,0;17,0;53,8
Sudeste;SP;3524709;35167939;Urbana;Privada;100,0;0,0;100,0;18,3;58,1
Sudeste;SP;3524709;35442264;Urbana;Privada;98,5;0,0;100,0;22,7;59,1
Sudeste;SP;3524709;35913996;Urbana;Estadual;79,7;15,1;94,9;32,9;73,0
Sudeste;SP;3524808;35027145;Urbana;Estadual;95,6;8,9;100,0;26,6;55,4
Sudeste;SP;3524808;35027224;Urbana;Estadual;99,4;0,5;100,0;37,6;46,4
Sudeste;SP;3524808;35027261;Urbana;Estadual;88,6;11,8;100,0;23,3;54,8
Sudeste;SP;3524808;35027285;Urbana;Estadual;99,1;6,3;100,0;21,0;28,0
Sudeste;SP;3524808;35049700;Urbana;Estadual;92,6;12,5;100,0;18,3;60,3
Sudeste;SP;3524808;35123473;Urbana;Privada;100,0;0,0;100,0;31,3;72,3
Sudeste;SP;3524808;35126779;Urbana;Privada;100,0;4,5;100,0;14,7;51,0
Sudeste;SP;3524808;35144885;Urbana;Privada;100,0;0,0;100,0;25,3;71,4
Sudeste;SP;3524808;35159578;Urbana;Privada;100,0;0,0;100,0;20,3;62,2
Sudeste;SP;3524808;35906104;Urbana;Estadual;99,0;12,4;100,0;17,5;54,3
Sudeste;SP;3524808;35910934;Rural;Estadual;99,8;3,4;97,3;36,2;53,4
Sudeste;SP;3524907;35013699;Urbana;Estadual;95,8;22,9;100,0;24,2;54,9
Sudeste;SP;3525003;35005116;Urbana;Privada;99,5;1,6;100,0;30,7;56,3
Sudeste;SP;3525003;35010364;Urbana;Estadual;97,4;5,2;100,0;28,6;64,4
Sudeste;SP;3525003;35010376;Urbana;Estadual;87,7;17,1;79,3;27,3;46,5
Sudeste;SP;3525003;35010397;Urbana;Estadual;100,0;2,5;94,7;32,8;65,2
Sudeste;SP;3525003;35010649;Urbana;Estadual;90,7;13,9;89,5;36,6;49,6
Sudeste;SP;3525003;35010662;Urbana;Estadual;96,7;11,3;93,3;20,7;74,4
Sudeste;SP;3525003;35041373;Urbana;Estadual;97,3;6,8;89,7;33,9;72,4
Sudeste;SP;3525003;35041385;Urbana;Estadual;99,6;8,7;100,0;30,8;57,6
Sudeste;SP;3525003;35044817;Urbana;Estadual;96,9;9,8;100,0;22,4;59,3
Sudeste;SP;3525003;35049013;Urbana;Estadual;83,1;10,2;100,0;23,9;69,4
Sudeste;SP;3525003;35109356;Urbana;Privada;100,0;8,2;100,0;16,3;61,8
Sudeste;SP;3525003;35126895;Urbana;Privada;97,3;0,0;88,9;24,0;30,8
Sudeste;SP;3525003;35139622;Urbana;Privada;100,0;3,0;100,0;22,0;36,4
Sudeste;SP;3525003;35143947;Urbana;Privada;100,0;10,0;100,0;20,0;40,0
Sudeste;SP;3525003;35481658;Urbana;Estadual;99,7;3,5;100,0;36,7;71,4
Sudeste;SP;3525003;35496790;Urbana;Estadual;100,0;3,1;100,0;26,2;82,6
Sudeste;SP;3525003;35908563;Urbana;Estadual;84,7;14,9;97,1;32,2;68,6
Sudeste;SP;3525003;35918787;Urbana;Estadual;100,0;8,9;100,0;33,7;45,7
Sudeste;SP;3525003;35921440;Urbana;Estadual;87,1;15,2;96,4;42,1;57,5
Sudeste;SP;3525003;35923333;Urbana;Estadual;89,8;9,9;96,4;39,7;67,4
Sudeste;SP;3525102;35023985;Urbana;Estadual;100,0;3,0;100,0;20,2;41,7
Sudeste;SP;3525102;35024144;Urbana;Estadual;89,9;14,6;98,4;33,1;71,6
Sudeste;SP;3525102;35114686;Urbana;Privada;100,0;8,4;92,3;31,7;83,3
Sudeste;SP;3525102;35126412;Urbana;Privada;98,6;5,6;100,0;24,0;65,9
Sudeste;SP;3525102;35160489;Urbana;Privada;90,0;9,5;100,0;14,0;75,0
Sudeste;SP;3525102;35160490;Urbana;Privada;100,0;8,3;100,0;24,0;81,8
Sudeste;SP;3525201;35019860;Urbana;Estadual;98,7;5,7;100,0;29,0;58,6
Sudeste;SP;3525201;35165426;Rural;Privada;100,0;2,4;93,3;13,7;60,6
Sudeste;SP;3525201;35165438;Urbana;Privada;100,0;6,8;100,0;14,7;70,7
Sudeste;SP;3525201;35901222;Rural;Estadual;98,3;6,1;90,3;26,5;36,4
Sudeste;SP;3525201;35910533;Urbana;Estadual;94,5;13,4;94,0;35,9;38,5
Sudeste;SP;3525201;35919305;Urbana;Estadual;82,6;16,0;93,5;35,8;40,0
Sudeste;SP;3525300;35025616;Urbana;Estadual;90,1;17,9;100,0;21,0;57,1
Sudeste;SP;3525300;35025628;Urbana;Estadual;91,2;12,1;96,3;36,2;45,6
Sudeste;SP;3525300;35025636;Urbana;Estadual;99,3;9,7;100,0;20,7;59,7
Sudeste;SP;3525300;35025641;Urbana;Estadual;100,0;2,2;99,45;38,6;76,9
Sudeste;SP;3525300;35025781;Urbana;Estadual;85,1;15,3;96,1;24,9;66,7
Sudeste;SP;3525300;35025811;Urbana;Estadual;94,0;14,0;95,0;28,0;61,0
Sudeste;SP;3525300;35025835;Urbana;Estadual;99,4;8,2;100,0;26,1;52,9
Sudeste;SP;3525300;35025847;Urbana;Estadual;97,8;9,2;100,0;21,7;62,1
Sudeste;SP;3525300;35025859;Rural;Estadual;100,0;8,5;100,0;26,0;57,1
Sudeste;SP;3525300;35044106;Urbana;Estadual;95,8;13,6;97,3;26,9;60,0
Sudeste;SP;3525300;35115678;Urbana;Privada;100,0;4,1;100,0;32,5;90,9
Sudeste;SP;3525300;35115712;Urbana;Privada;99,3;1,5;100,0;27,0;71,7
Sudeste;SP;3525300;35121344;Urbana;Privada;99,4;1,9;100,0;27,0;69,0
Sudeste;SP;3525300;35125982;Urbana;Privada;97,3;3,6;100,0;36,7;53,4
Sudeste;SP;3525300;35134429;Urbana;Privada;95,2;1,1;100,0;31,7;90,2
Sudeste;SP;3525300;35299789;Urbana;Privada;100,0;1,6;100,0;31,3;83,6
Sudeste;SP;3525300;35377156;Urbana;Estadual;84,9;17,2;97,3;34,8;57,6
Sudeste;SP;3525300;35468061;Urbana;Privada;100,0;1,8;94,7;36,3;58,2
Sudeste;SP;3525300;35496376;Urbana;Estadual;100,0;3,5;100,0;39,7;77,2
Sudeste;SP;3525300;35561010;Urbana;Estadual;89,4;13,1;95,5;35,9;67,5
Sudeste;SP;3525300;35808581;Urbana;Privada;97,1;7,8;94,4;21,3;71,4
Sudeste;SP;3525300;35900023;Urbana;Estadual;93,6;10,7;100,0;28,0;75,6
Sudeste;SP;3525300;35909300;Urbana;Estadual;94,5;16,5;100,0;19,4;63,1
Sudeste;SP;3525409;35023139;Urbana;Estadual;96,6;24,2;100,0;23,4;42,6
Sudeste;SP;3525508;35017814;Urbana;Estadual;96,7;8,4;100,0;31,2;61,2
Sudeste;SP;3525607;35032384;Urbana;Estadual;93,9;2,9;90,0;20,6;67,3
Sudeste;SP;3525706;35027315;Urbana;Estadual;95,1;16,0;93,8;18,8;44,7
Sudeste;SP;3525706;35027443;Urbana;Estadual;92,8;7,8;95,7;32,7;38,7
Sudeste;SP;3525706;35116154;Urbana;Privada;100,0;0,0;100,0;33,0;44,1
Sudeste;SP;3525706;35116178;Urbana;Privada;98,3;1,7;100,0;19,7;76,0
Sudeste;SP;3525706;35124813;Urbana;Privada;100,0;1,3;100,0;26,0;52,5
Sudeste;SP;3525706;35144009;Urbana;Privada;100,0;1,1;100,0;29,0;70,2
Sudeste;SP;3525706;35906116;Urbana;Estadual;97,7;6,0;96,7;26,8;67,1
Sudeste;SP;3525805;35026414;Urbana;Estadual;97,0;1,8;94,4;28,5;47,1
Sudeste;SP;3525854;35016585;Urbana;Estadual;74,5;14,8;90,0;18,0;56,4
Sudeste;SP;3525904;35004036;Urbana;Privada;100,0;7,0;88,9;19,0;57,1
Sudeste;SP;3525904;35004904;Urbana;Privada;95,1;0,0;100,0;21,3;84,2
Sudeste;SP;3525904;35009500;Urbana;Federal;100,0;3,4;100,0;35,6;80,0
Sudeste;SP;3525904;35019379;Urbana;Estadual;98,3;4,1;90,6;37,4;56,7
Sudeste;SP;3525904;35019380;Urbana;Estadual;95,3;6,4;88,5;35,4;43,7
Sudeste;SP;3525904;35019409;Urbana;Estadual;89,6;9,5;100,0;28,4;66,3
Sudeste;SP;3525904;35019422;Urbana;Estadual;95,5;6,3;95,5;37,7;56,9
Sudeste;SP;3525904;35019434;Urbana;Estadual;77,3;10,4;94,1;38,4;58,0
Sudeste;SP;3525904;35019446;Urbana;Estadual;99,1;7,6;100,0;31,1;62,1
Sudeste;SP;3525904;35019501;Urbana;Estadual;97,2;7,6;90,5;36,0;62,8
Sudeste;SP;3525904;35019537;Urbana;Estadual;95,3;6,0;97,0;35,9;55,0
Sudeste;SP;3525904;35019550;Urbana;Estadual;100,0;2,7;100,0;30,8;68,3
Sudeste;SP;3525904;35019690;Urbana;Estadual;96,2;6,9;100,0;24,6;78,6
Sudeste;SP;3525904;35019719;Urbana;Estadual;94,2;7,5;93,1;42,5;80,0
Sudeste;SP;3525904;35019720;Urbana;Estadual;98,5;1,3;96,2;39,9;71,4
Sudeste;SP;3525904;35019732;Urbana;Estadual;93,9;6,9;100,0;26,9;62,0
Sudeste;SP;3525904;35019744;Urbana;Estadual;92,3;10,3;96,6;30,0;46,2
Sudeste;SP;3525904;35019768;Urbana;Estadual;94,5;6,7;100,0;24,3;51,5
Sudeste;SP;3525904;35019781;Urbana;Estadual;97,1;9,3;100,0;18,8;63,2
Sudeste;SP;3525904;35019800;Urbana;Estadual;92,2;7,0;100,0;18,3;69,0
Sudeste;SP;3525904;35019835;Urbana;Estadual;94,1;5,1;92,3;38,9;44,1
Sudeste;SP;3525904;35019847;Urbana;Estadual;99,6;3,6;100,0;36,7;50,3
Sudeste;SP;3525904;35019859;Urbana;Estadual;85,5;8,9;94,4;31,5;48,9
Sudeste;SP;3525904;35019872;Urbana;Estadual;93,5;4,1;92,6;29,1;55,9
Sudeste;SP;3525904;35035993;Urbana;Estadual;98,2;3,5;100,0;24,7;91,6
Sudeste;SP;3525904;35036006;Urbana;Estadual;95,9;3,2;100,0;22,3;59,8
Sudeste;SP;3525904;35036043;Urbana;Estadual;97,0;3,6;96,3;30,5;53,6
Sudeste;SP;3525904;35039962;Urbana;Estadual;85,3;11,6;96,7;27,4;51,1
Sudeste;SP;3525904;35039974;Urbana;Estadual;95,6;6,5;100,0;20,7;56,7
Sudeste;SP;3525904;35040885;Urbana;Estadual;97,9;7,7;95,0;20,8;75,9
Sudeste;SP;3525904;35042705;Urbana;Estadual;97,2;2,6;100,0;19,0;76,2
Sudeste;SP;3525904;35043539;Urbana;Estadual;89,7;7,6;90,9;35,6;54,7
Sudeste;SP;3525904;35045986;Urbana;Estadual;99,2;4,0;99,5;37,0;66,1
Sudeste;SP;3525904;35048297;Urbana;Estadual;99,2;8,3;100,0;24,0;44,8
Sudeste;SP;3525904;35113153;Urbana;Privada;100,0;2,0;100,0;32,7;76,2
Sudeste;SP;3525904;35113189;Urbana;Privada;99,2;4,8;96,4;33,3;85,1
Sudeste;SP;3525904;35113207;Urbana;Privada;97,6;0,8;100,0;32,3;72,3
Sudeste;SP;3525904;35113219;Urbana;Privada;99,2;0,8;100,0;21,0;80,0
Sudeste;SP;3525904;35113256;Urbana;Privada;98,0;2,9;100,0;29,6;77,1
Sudeste;SP;3525904;35113268;Urbana;Privada;97,4;3,0;94,75;33,3;50,7
Sudeste;SP;3525904;35113281;Urbana;Privada;98,3;3,0;100,0;29,0;70,9
Sudeste;SP;3525904;35122506;Urbana;Privada;100,0;0,0;90,9;20,3;56,8
Sudeste;SP;3525904;35123596;Urbana;Privada;100,0;0,0;93,3;13,3;41,5
Sudeste;SP;3525904;35130588;Urbana;Privada;100,0;2,2;100,0;30,7;62,8
Sudeste;SP;3525904;35133863;Urbana;Privada;98,8;1,2;100,0;27,7;57,5
Sudeste;SP;3525904;35136050;Urbana;Privada;97,3;0,0;100,0;38,9;87,9
Sudeste;SP;3525904;35140648;Urbana;Privada;98,4;0,5;100,0;39,6;86,2
Sudeste;SP;3525904;35150307;Urbana;Privada;98,0;2,0;100,0;25,0;100,0
Sudeste;SP;3525904;35150435;Urbana;Privada;100,0;1,4;100,0;46,3;57,1
Sudeste;SP;3525904;35165451;Urbana;Privada;100,0;0,0;100,0;19,3;49,3
Sudeste;SP;3525904;35175420;Urbana;Privada;100,0;5,0;100,0;20,0;19,5
Sudeste;SP;3525904;35179103;Urbana;Privada;100,0;0,0;100,0;16,0;68,2
Sudeste;SP;3525904;35259317;Urbana;Privada;97,8;4,3;85,65;15,3;72,7
Sudeste;SP;3525904;35265159;Urbana;Privada;100,0;0,0;91,7;6,3;51,7
Sudeste;SP;3525904;35290981;Urbana;Privada;99,3;1,3;100,0;37,8;86,3
Sudeste;SP;3525904;35291122;Urbana;Privada;97,0;2,9;100,0;11,3;53,8
Sudeste;SP;3525904;35296478;Urbana;Privada;95,6;6,7;91,7;15,0;43,4
Sudeste;SP;3525904;35337717;Urbana;Privada;96,6;1,8;100,0;19,0;44,7
Sudeste;SP;3525904;35341964;Urbana;Privada;100,0;1,9;100,0;17,7;41,9
Sudeste;SP;3525904;35349124;Urbana;Estadual;93,0;3,6;100,0;24,4;66,3
Sudeste;SP;3525904;35429173;Urbana;Privada;94,2;0,0;100,0;22,3;58,0
Sudeste;SP;3525904;35432994;Urbana;Privada;97,5;0,0;100,0;26,3;69,2
Sudeste;SP;3525904;35435119;Urbana;Estadual;91,9;5,6;87,9;35,5;73,5
Sudeste;SP;3525904;35481397;Urbana;Privada;100,0;1,8;100,0;19,0;47,7
Sudeste;SP;3525904;35584939;Urbana;Privada;96,7;0,0;100,0;15,0;65,0
Sudeste;SP;3525904;35808489;Urbana;Privada;100,0;3,2;100,0;21,0;65,6
Sudeste;SP;3525904;35809445;Urbana;Privada;97,6;2,9;100,0;29,2;72,7
Sudeste;SP;3525904;35809457;Urbana;Privada;97,6;7,1;100,0;14,0;66,7
Sudeste;SP;3525904;35904090;Urbana;Estadual;90,3;4,4;100,0;30,2;71,2
Sudeste;SP;3525904;35909506;Urbana;Estadual;91,3;6,7;89,7;32,5;49,6
Sudeste;SP;3525904;35925020;Urbana;Estadual;88,4;9,6;100,0;32,2;54,5
Sudeste;SP;3526001;35031525;Urbana;Estadual;98,0;7,1;100,0;33,9;66,2
Sudeste;SP;3526001;35155226;Urbana;Privada;100,0;0,0;100,0;18,8;48,3
Sudeste;SP;3526100;35034897;Urbana;Estadual;100,0;9,6;100,0;17,3;80,0
Sudeste;SP;3526100;35034903;Urbana;Estadual;99,2;3,1;100,0;25,8;44,8
Sudeste;SP;3526100;35034915;Urbana;Estadual;97,7;3,3;95,5;30,3;56,0
Sudeste;SP;3526100;35034939;Urbana;Estadual;97,1;3,5;97,2;28,8;45,5
Sudeste;SP;3526100;35040289;Rural;Estadual;100,0;1,8;100,0;19,0;66,7
Sudeste;SP;3526100;35150058;Urbana;Privada;100,0;0,0;83,3;4,0;28,6
Sudeste;SP;3526100;35185012;Urbana;Privada;100,0;0,0;90,0;13,0;54,5
Sudeste;SP;3526209;35010157;Urbana;Estadual;96,3;11,0;100,0;30,1;56,7
Sudeste;SP;3526209;35036365;Urbana;Estadual;95,1;5,6;100,0;29,3;78,9
Sudeste;SP;3526209;35044891;Urbana;Estadual;99,0;17,9;100,0;28,0;53,3
Sudeste;SP;3526209;35325983;Urbana;Privada;98,2;3,3;100,0;20,0;67,6
Sudeste;SP;3526209;35902184;Urbana;Estadual;100,0;10,3;100,0;22,7;44,1
Sudeste;SP;3526209;35903048;Urbana;Estadual;98,5;12,0;100,0;25,0;48,4
Sudeste;SP;3526209;35913424;Urbana;Estadual;100,0;1,3;95,7;22,3;54,4
Sudeste;SP;3526308;35012889;Urbana;Estadual;97,8;9,6;96,7;25,3;56,9
Sudeste;SP;3526407;35016536;Urbana;Estadual;84,9;14,7;97,1;30,4;61,2
Sudeste;SP;3526407;35016559;Urbana;Estadual;99,3;12,4;97,1;29,3;63,8
Sudeste;SP;3526407;35160222;Urbana;Privada;100,0;0,0;100,0;17,5;54,5
Sudeste;SP;3526506;35029452;Urbana;Estadual;100,0;4,9;100,0;26,0;56,6
Sudeste;SP;3526605;35012403;Urbana;Estadual;90,3;9,6;100,0;22,7;37,1
Sudeste;SP;3526605;35901489;Urbana;Estadual;100,0;6,3;100,0;21,3;66,7
Sudeste;SP;3526704;35005967;Rural;Privada;95,0;2,1;100,0;33,0;76,3
Sudeste;SP;3526704;35021428;Urbana;Estadual;97,4;6,2;96,9;34,1;60,6
Sudeste;SP;3526704;35021490;Urbana;Estadual;99,5;2,8;100,0;32,4;64,5
Sudeste;SP;3526704;35021520;Urbana;Estadual;91,5;5,9;100,0;36,7;63,1
Sudeste;SP;3526704;35047797;Rural;Estadual;100,0;19,0;100,0;14,0;66,7
Sudeste;SP;3526704;35070269;Urbana;Estadual;94,9;11,6;100,0;17,3;59,6
Sudeste;SP;3526704;35125945;Urbana;Privada;100,0;1,8;100,0;18,7;60,5
Sudeste;SP;3526704;35133024;Urbana;Privada;100,0;4,2;100,0;8,0;65,7
Sudeste;SP;3526704;35185607;Urbana;Privada;100,0;1,4;100,0;23,0;66,7
Sudeste;SP;3526704;35413914;Urbana;Privada;100,0;0,0;100,0;9,0;53,8
Sudeste;SP;3526704;35416757;Urbana;Privada;100,0;0,0;100,0;18,0;55,6
Sudeste;SP;3526704;35901246;Urbana;Estadual;92,6;11,5;100,0;23,9;76,6
Sudeste;SP;3526704;35907467;Rural;Estadual;100,0;21,4;100,0;7,0;36,1
Sudeste;SP;3526704;35910909;Urbana;Estadual;99,4;2,4;100,0;38,6;60,9
Sudeste;SP;3526704;35916024;Urbana;Estadual;100,0;13,5;96,9;35,6;71,9
Sudeste;SP;3526704;35924660;Urbana;Estadual;81,8;9,0;100,0;33,2;73,1
Sudeste;SP;3526803;35025896;Urbana;Estadual;97,7;15,0;94,1;32,7;58,7
Sudeste;SP;3526803;35025902;Urbana;Estadual;100,0;16,0;100,0;16,7;64,7
Sudeste;SP;3526803;35025938;Urbana;Estadual;98,9;10,2;100,0;24,6;54,6
Sudeste;SP;3526803;35035841;Urbana;Estadual;80,2;16,8;100,0;19,1;83,6
Sudeste;SP;3526803;35038064;Urbana;Estadual;96,7;18,3;92,3;29,8;63,4
Sudeste;SP;3526803;35049682;Urbana;Estadual;98,8;8,9;100,0;29,8;74,3
Sudeste;SP;3526803;35121125;Urbana;Privada;100,0;0,0;100,0;26,3;79,2
Sudeste;SP;3526803;35138174;Urbana;Privada;100,0;1,0;100,0;34,0;51,1
Sudeste;SP;3526803;35154611;Urbana;Privada;100,0;5,1;100,0;13,0;69,8
Sudeste;SP;3526803;35446816;Urbana;Estadual;100,0;4,0;98,6;36,3;54,9
Sudeste;SP;3526803;35480708;Urbana;Privada;100,0;3,3;100,0;30,7;90,0
Sudeste;SP;3526902;35007830;Urbana;Privada;100,0;2,8;76,9;9,0;53,8
Sudeste;SP;3526902;35020011;Urbana;Estadual;99,6;2,5;100,0;34,9;82,3
Sudeste;SP;3526902;35020096;Urbana;Estadual;98,4;4,3;100,0;36,5;61,5
Sudeste;SP;3526902;35020102;Urbana;Estadual;98,6;3,0;100,0;37,3;57,8
Sudeste;SP;3526902;35020114;Urbana;Estadual;99,6;5,8;92,6;34,6;61,5
Sudeste;SP;3526902;35020126;Urbana;Estadual;93,7;14,7;100,0;36,3;53,0
Sudeste;SP;3526902;35020148;Urbana;Estadual;100,0;8,1;100,0;24,8;41,9
Sudeste;SP;3526902;35020151;Urbana;Estadual;80,6;18,3;94,1;33,1;59,6
Sudeste;SP;3526902;35020163;Urbana;Estadual;95,7;7,5;94,4;28,7;52,4
Sudeste;SP;3526902;35020205;Urbana;Estadual;99,8;2,8;100,0;35,2;71,2
Sudeste;SP;3526902;35020229;Urbana;Estadual;97,8;5,4;100,0;18,6;61,5
Sudeste;SP;3526902;35045810;Urbana;Estadual;95,7;9,0;100,0;26,4;50,0
Sudeste;SP;3526902;35045822;Urbana;Estadual;94,9;9,1;100,0;28,8;55,1
Sudeste;SP;3526902;35045950;Urbana;Estadual;92,6;7,4;100,0;35,9;59,4
Sudeste;SP;3526902;35047296;Urbana;Estadual;97,3;7,8;100,0;36,3;64,3
Sudeste;SP;3526902;35048461;Urbana;Estadual;99,0;3,6;100,0;22,0;62,5
Sudeste;SP;3526902;35049517;Urbana;Estadual;98,1;8,8;100,0;17,8;76,4
Sudeste;SP;3526902;35113372;Urbana;Privada;100,0;5,3;92,3;31,7;63,6
Sudeste;SP;3526902;35113384;Urbana;Privada;100,0;2,1;100,0;32,0;54,5
Sudeste;SP;3526902;35113402;Urbana;Privada;98,9;1,2;100,0;14,0;41,8
Sudeste;SP;3526902;35113426;Urbana;Privada;100,0;0,0;100,0;19,7;60,0
Sudeste;SP;3526902;35113487;Urbana;Privada;97,3;7,9;92,3;12,7;68,3
Sudeste;SP;3526902;35130606;Urbana;Privada;100,0;1,7;100,0;19,3;61,4
Sudeste;SP;3526902;35134417;Urbana;Privada;100,0;0,0;100,0;29,0;65,5
Sudeste;SP;3526902;35139932;Urbana;Privada;100,0;11,1;100,0;18,0;42,9
Sudeste;SP;3526902;35143789;Urbana;Privada;100,0;4,8;92,3;14,0;73,3
Sudeste;SP;3526902;35144997;Urbana;Privada;100,0;0,0;100,0;32,5;81,5
Sudeste;SP;3526902;35152812;Urbana;Privada;96,9;3,2;100,0;21,0;62,1
Sudeste;SP;3526902;35152821;Urbana;Privada;98,2;3,0;100,0;27,8;51,6
Sudeste;SP;3526902;35308648;Urbana;Privada;100,0;6,5;83,3;10,3;66,7
Sudeste;SP;3526902;35388786;Urbana;Privada;97,2;2,1;100,0;23,8;84,5
Sudeste;SP;3526902;35481524;Rural;Estadual;95,0;93,3;100,0;6,3;50,0
Sudeste;SP;3526902;35481531;Rural;Estadual;100,0;69,2;100,0;6,0;20,0
Sudeste;SP;3526902;35481580;Urbana;Privada;95,6;4,1;80,0;24,2;51,0
Sudeste;SP;3526902;35497997;Urbana;Privada;95,8;1,9;95,5;34,3;88,0
